economy,,gdp,total_population,urban_population(%_of_total)
MDA,YR2005,5507967447.21354,2888985.0,42.775
MDA,YR2006,5772349876.42305,2880967.0,42.744
MDA,YR2007,5945520386.55175,2874299.0,42.713
MDA,YR2008,6409270985.30355,2868833.0,42.682
MDA,YR2009,6024714707.63761,2865213.0,42.651
MDA,YR2010,6452469456.92815,2862354.0,42.62
MDA,YR2011,6827884855.1556,2860699.0,42.589
MDA,YR2012,6787618499.20909,2860324.0,42.558
MDA,YR2013,7401481591.69016,2859558.0,42.527
MDA,YR2014,7771527984.04011,2857815.0,42.496
MDA,YR2015,7745241912.94722,2835978.0,42.49
MDA,YR2016,8086720854.20641,2803186.0,42.511
MDA,YR2017,8466052244.67163,2755189.0,42.557
MDA,YR2018,8830217598.87449,2707203.0,42.629
MDG,YR1995,6386837757.80222,13869138.0,25.796
MDG,YR1996,6524423302.68693,14317454.0,26.058
MDG,YR1997,6765402395.59898,14778903.0,26.321
MDG,YR1998,7030408254.34549,15250934.0,26.586
MDG,YR1999,7360783100.32492,15730885.0,26.853
MDG,YR2000,7688842819.8228,16216431.0,27.121
MDG,YR2001,8148653747.99059,16709665.0,27.391
MDG,YR2002,7137571145.71539,17211934.0,27.663
MDG,YR2003,7835974782.40928,17724310.0,27.936
MDG,YR2004,8247912260.4988,18250774.0,28.211
MDG,YR2005,8640170191.31377,18792171.0,28.814
MDG,YR2006,9106610509.19009,19350299.0,29.425
MDG,YR2007,9626649348.47931,19924958.0,30.043
MDG,YR2008,10272850945.3908,20513599.0,30.67
MDG,YR2009,9864124140.04596,21117092.0,31.301
MDG,YR2010,9925206717.30089,21731053.0,31.938
MDG,YR2011,10081868865.017,22348158.0,32.58
MDG,YR2012,10385448869.3098,22966240.0,33.227
MDG,YR2013,10624353266.7001,23588073.0,33.878
MDG,YR2014,10979122001.7232,24215976.0,34.534
MDG,YR2015,11323020828.5758,24850912.0,35.193
MDG,YR2016,11775165589.132,25501941.0,35.856
MDG,YR2017,12238319071.5199,26169542.0,36.522
MDG,YR2018,12629254614.0975,26846541.0,37.191
MDV,YR1995,1407651006.0827,258208.0,25.638
MDV,YR1996,1518273328.61933,263841.0,26.008
MDV,YR1997,1645777024.39249,269040.0,26.379
MDV,YR1998,1769122795.66331,273796.0,26.755
MDV,YR1999,1878377730.69742,278111.0,27.134
MDV,YR2000,1950616576.66625,282507.0,27.706
MDV,YR2001,1873691391.23205,287324.0,28.859
MDV,YR2002,2009878519.86615,292284.0,30.042
MDV,YR2003,2286237817.67907,297226.0,31.252
MDV,YR2004,2424183784.56432,302135.0,32.49
MDV,YR2005,2105911400.23515,307018.0,33.75
MDV,YR2006,2655796318.64553,314401.0,34.794
MDV,YR2007,2860660921.64989,325126.0,35.2
MDV,YR2008,3132004126.35956,336883.0,35.61
MDV,YR2009,2905596513.37854,349037.0,36.021
MDV,YR2010,3116691850.28246,361575.0,36.434
MDV,YR2011,3383690536.06311,374440.0,36.849
MDV,YR2012,3468871018.2716,387539.0,37.267
MDV,YR2013,3721442083.348,400728.0,37.685
MDV,YR2014,3994209877.43517,416738.0,38.106
MDV,YR2015,4109424799.72407,435582.0,38.529
MDV,YR2016,4369892497.95193,454252.0,38.954
MDV,YR2017,4684957819.54571,472442.0,39.38
MDV,YR2018,5065522982.52095,489758.0,39.808
MEX,YR1995,677457226352.726,89969572.0,73.368
MEX,YR1996,723343156837.845,91586555.0,73.67
MEX,YR1997,772869394254.07,93183094.0,73.929
MEX,YR1998,812779791419.35,94767284.0,74.186
MEX,YR1999,835160123888.656,96334810.0,74.441
MEX,YR2000,876437526455.268,97873442.0,74.722
MEX,YR2001,872893299631.652,99394288.0,75.045
MEX,YR2002,872545499822.64,100917081.0,75.365
MEX,YR2003,885165846839.51,102429341.0,75.682
MEX,YR2004,919869577686.507,103945813.0,75.997
MEX,YR2005,941098392797.58,105442402.0,76.308
MEX,YR2006,983401498615.029,106886790.0,76.616
MEX,YR2007,1005935610109.39,108302973.0,76.92
MEX,YR2008,1017439334703.69,109684489.0,77.222
MEX,YR2009,963660094723.917,111049428.0,77.52
MEX,YR2010,1012981356870.87,112532401.0,77.815
MEX,YR2011,1050086944297.42,114150481.0,78.111
MEX,YR2012,1088334499223.12,115755909.0,78.405
MEX,YR2013,1103071549191.52,117290686.0,78.699
MEX,YR2014,1134506587182.86,118755887.0,78.993
MEX,YR2015,1171867608197.72,120149897.0,79.285
MEX,YR2016,1202693965604.17,121519221.0,79.577
MEX,YR2017,1228108442202.22,122839258.0,79.867
MEX,YR2018,1255065357728.63,124013861.0,80.156
MKD,YR1995,5747925548.2488,1983964.0,59.587
MKD,YR1996,5816044437.44254,1994226.0,59.38
MKD,YR1997,5899794391.86956,1996869.0,59.172
MKD,YR1998,6099132848.09816,2007523.0,58.965
MKD,YR1999,6363775924.83272,2017142.0,58.757
MKD,YR2000,6653272732.57214,2026350.0,58.548
MKD,YR2001,6449199783.93517,2034882.0,58.339
MKD,YR2002,6545529254.32999,2020157.0,58.13
MKD,YR2003,6691010296.01737,2026773.0,57.921
MKD,YR2004,7003754111.03409,2032544.0,57.711
MKD,YR2005,7334617663.50844,2036855.0,57.532
MKD,YR2006,7711398818.38526,2040228.0,57.383
MKD,YR2007,8210595207.42465,2043559.0,57.264
MKD,YR2008,8659879091.31501,2046898.0,57.175
MKD,YR2009,8628823478.29707,2050671.0,57.117
MKD,YR2010,8918644160.88708,2055004.0,57.089
MKD,YR2011,9127330271.02902,2058539.0,57.092
MKD,YR2012,9085692921.5693,2061044.0,57.125
MKD,YR2013,9351472850.13088,2064032.0,57.189
MKD,YR2014,9690849350.12469,2067471.0,57.284
MKD,YR2015,10064515432.0265,2070226.0,57.408
MKD,YR2016,10351173483.2755,2072490.0,57.563
MKD,YR2017,10463149656.0944,2074502.0,57.748
MKD,YR2018,10764550800.8128,2076217.0,57.963
MLT,YR1995,4659151336.95773,377419.0,90.946
MLT,YR1996,4835143126.59492,379905.0,91.181
MLT,YR1997,5089325640.74115,382791.0,91.492
MLT,YR1998,5350184178.40896,385287.0,91.793
MLT,YR1999,5602711527.79319,387578.0,92.085
MLT,YR2000,6705425496.50505,390087.0,92.368
MLT,YR2001,6626650393.87551,393028.0,92.641
MLT,YR2002,6796627094.19727,395969.0,92.905
MLT,YR2003,7073560412.73716,398582.0,93.16
MLT,YR2004,7083435038.27804,401268.0,93.407
MLT,YR2005,7323088871.62987,403834.0,93.645
MLT,YR2006,7506934428.04837,405308.0,93.784
MLT,YR2007,7865416620.43715,406724.0,93.857
MLT,YR2008,8166315322.31222,409379.0,93.929
MLT,YR2009,8073782314.43471,412477.0,94.001
MLT,YR2010,8521358038.38899,414508.0,94.072
MLT,YR2011,8561078442.25008,416268.0,94.141
MLT,YR2012,8913680239.65383,420028.0,94.211
MLT,YR2013,9401531121.71308,425967.0,94.279
MLT,YR2014,10119161211.5833,434558.0,94.347
MLT,YR2015,11091423499.3898,445053.0,94.414
MLT,YR2016,11466437368.2459,455356.0,94.48
MLT,YR2017,12719183401.753,467999.0,94.546
MLT,YR2018,13503827804.2827,484630.0,94.612
MUS,YR1995,5121487229.47331,1122457.0,43.284
MUS,YR1996,5407667941.18866,1133996.0,43.161
MUS,YR1997,5715227835.60245,1148284.0,43.038
MUS,YR1998,6062253049.86725,1160421.0,42.916
MUS,YR1999,6220534373.98911,1175267.0,42.793
MUS,YR2000,6730791856.50818,1186873.0,42.67
MUS,YR2001,6956107854.05915,1196287.0,42.559
MUS,YR2002,7068443336.73416,1204621.0,42.447
MUS,YR2003,7487280093.54822,1213370.0,42.335
MUS,YR2004,7811480809.47373,1221003.0,42.223
MUS,YR2005,7950333242.68403,1228254.0,42.112
MUS,YR2006,8337160251.7456,1233996.0,42.0
MUS,YR2007,8814630766.63288,1239630.0,41.889
MUS,YR2008,9289471624.25339,1244121.0,41.777
MUS,YR2009,9597424761.29619,1247429.0,41.666
MUS,YR2010,10017523547.3152,1250400.0,41.555
MUS,YR2011,10425991883.2378,1252404.0,41.444
MUS,YR2012,10790496900.1707,1255882.0,41.332
MUS,YR2013,11153101416.1964,1258653.0,41.222
MUS,YR2014,11579927241.3987,1260934.0,41.111
MUS,YR2015,12007291045.6489,1262605.0,41.0
MUS,YR2016,12471068851.5812,1263473.0,40.91
MUS,YR2017,12962177523.4319,1264613.0,40.841
MUS,YR2018,13481538349.276,1265303.0,40.793
MWI,YR1995,2709229618.56287,10112816.0,13.263
MWI,YR1996,2907455321.17245,10310528.0,13.629
MWI,YR1997,3017718212.04157,10512678.0,14.002
MWI,YR1998,3135265990.23819,10732456.0,14.384
MWI,YR1999,3230649500.59007,10973956.0,14.522
MWI,YR2000,3281567051.37355,11229387.0,14.61
MWI,YR2001,3118310276.92115,11498818.0,14.698
MWI,YR2002,3171321552.08924,11784498.0,14.786
MWI,YR2003,3352265725.2217,12087965.0,14.875
MWI,YR2004,3533975211.60103,12411342.0,14.964
MWI,YR2005,3649491172.00402,12755648.0,15.054
MWI,YR2006,3821017256.82851,13118307.0,15.144
MWI,YR2007,4187834913.6829,13495463.0,15.235
MWI,YR2008,4507774477.6487,13889423.0,15.326
MWI,YR2009,4883186907.10679,14298932.0,15.429
MWI,YR2010,5218860380.08166,14718422.0,15.544
MWI,YR2011,5472186739.10595,15146094.0,15.672
MWI,YR2012,5575381209.68234,15581251.0,15.812
MWI,YR2013,5865301032.34079,16024775.0,15.966
MWI,YR2014,6199623191.48084,16477966.0,16.132
MWI,YR2015,6373212640.84604,16938942.0,16.313
MWI,YR2016,6531525832.02123,17405624.0,16.506
MWI,YR2017,6792788858.48405,17881167.0,16.714
MWI,YR2018,7091106971.7608,18367883.0,16.937
MYS,YR1995,117334846726.431,20136888.0,55.688
MYS,YR1996,129071500245.07,20689051.0,56.969
MYS,YR1997,138523073010.402,21249178.0,58.237
MYS,YR1998,128328584936.147,21810542.0,59.496
MYS,YR1999,136204895578.191,22368655.0,60.742
MYS,YR2000,148271107718.132,22945150.0,61.977
MYS,YR2001,149038670648.283,23542517.0,62.922
MYS,YR2002,157073327955.733,24142445.0,63.856
MYS,YR2003,166165516422.77,24739411.0,64.78
MYS,YR2004,177437250747.578,25333247.0,65.694
MYS,YR2005,186898451881.628,25923536.0,66.594
MYS,YR2006,197336444590.09,26509413.0,67.483
MYS,YR2007,209766244791.581,27092604.0,68.36
MYS,YR2008,219901667044.982,27664296.0,69.225
MYS,YR2009,216573392167.321,28217204.0,70.075
MYS,YR2010,232653636008.496,28717731.0,70.912
MYS,YR2011,244970116704.243,29184133.0,71.609
MYS,YR2012,258378443827.458,29660212.0,72.275
MYS,YR2013,270506011046.628,30134807.0,72.93
MYS,YR2014,286754554976.284,30606459.0,73.577
MYS,YR2015,301354756113.174,31068833.0,74.213
MYS,YR2016,314764383991.527,31526418.0,74.84
MYS,YR2017,333060763877.976,31975806.0,75.447
MYS,YR2018,349191186356.678,32399271.0,76.036
NER,YR1995,4104613417.83324,9813918.0,15.773
NER,YR1996,4108739806.40099,10149937.0,15.855
NER,YR1997,4171499808.95168,10494201.0,15.937
NER,YR1998,4587507422.80642,10854920.0,16.02
NER,YR1999,4577434975.99929,11231469.0,16.103
NER,YR2000,4522117693.20533,11622665.0,16.186
NER,YR2001,4850791307.58069,12031430.0,16.26
NER,YR2002,5089376050.7446,12456517.0,16.255
NER,YR2003,5199846575.76973,12900790.0,16.251
NER,YR2004,5218763699.70351,13366885.0,16.247
NER,YR2005,5601396609.37021,13855221.0,16.242
NER,YR2006,5933618241.48609,14365168.0,16.238
NER,YR2007,6120095491.00601,14897873.0,16.234
NER,YR2008,6593265424.55097,15455175.0,16.229
NER,YR2009,6722664911.57059,16037915.0,16.225
NER,YR2010,7299346317.2329,16647543.0,16.221
NER,YR2011,7471447161.31294,17283112.0,16.216
NER,YR2012,8259605981.41072,17954407.0,16.212
NER,YR2013,8698614829.17202,18653199.0,16.208
NER,YR2014,9276388713.2139,19372014.0,16.219
NER,YR2015,9683867893.68343,20128124.0,16.247
NER,YR2016,10239808402.3033,20921743.0,16.29
NER,YR2017,10751938078.1876,21737922.0,16.35
NER,YR2018,11527239152.5743,22577058.0,16.425
NIC,YR1995,5732885765.5761,4721929.0,54.437
NIC,YR1996,6096595424.77237,4812391.0,54.587
NIC,YR1997,6338426086.7278,4895962.0,54.737
NIC,YR1998,6573688272.98537,4974552.0,54.886
NIC,YR1999,7036211038.56179,5049878.0,55.036
NIC,YR2000,7324807583.50255,5123222.0,55.185
NIC,YR2001,7541683667.39683,5192764.0,55.335
NIC,YR2002,7598543351.07703,5259006.0,55.484
NIC,YR2003,7790082332.66837,5323062.0,55.633
NIC,YR2004,8203904797.00699,5386223.0,55.782
NIC,YR2005,8555228681.76363,5454678.0,55.935
NIC,YR2006,8910544402.23455,5529811.0,56.132
NIC,YR2007,9362906161.43985,5607453.0,56.328
NIC,YR2008,9684650618.38498,5687744.0,56.525
NIC,YR2009,9365755448.17113,5770639.0,56.721
NIC,YR2010,9778752061.74693,5855734.0,56.917
NIC,YR2011,10396522413.8259,5942553.0,57.113
NIC,YR2012,11071803369.1389,6030607.0,57.309
NIC,YR2013,11617366796.9489,6119379.0,57.505
NIC,YR2014,12173352615.697,6208676.0,57.7
NIC,YR2015,12756706583.3113,6298598.0,57.895
NIC,YR2016,13338860851.2493,6389235.0,58.09
NIC,YR2017,13956556222.0985,6480532.0,58.299
NIC,YR2018,13487098742.5056,6572233.0,58.522
NLD,YR1995,520918165020.581,15459006.0,72.809
NLD,YR1996,539143748273.904,15530498.0,73.64
NLD,YR1997,562483569063.842,15610650.0,74.453
NLD,YR1998,588717336764.449,15707209.0,75.25
NLD,YR1999,618353650975.274,15812088.0,76.03
NLD,YR2000,644297559542.718,15925513.0,76.795
NLD,YR2001,659290074379.866,16046180.0,77.83
NLD,YR2002,660722537625.617,16148929.0,79.113
NLD,YR2003,661750925152.705,16225302.0,80.341
NLD,YR2004,674886321780.345,16281779.0,81.514
NLD,YR2005,688727404110.835,16319868.0,82.63
NLD,YR2006,712564183491.074,16346101.0,83.636
NLD,YR2007,739448107993.38,16381696.0,84.539
NLD,YR2008,755496534043.895,16445593.0,85.402
NLD,YR2009,727793352989.741,16530388.0,86.288
NLD,YR2010,737565720627.788,16615394.0,87.134
NLD,YR2011,749006761258.435,16693074.0,87.879
NLD,YR2012,741289340197.321,16754962.0,88.588
NLD,YR2013,740324364660.471,16804432.0,89.187
NLD,YR2014,750862107575.857,16865008.0,89.69
NLD,YR2015,765572770634.375,16939923.0,90.173
NLD,YR2016,782351934079.297,17030314.0,90.635
NLD,YR2017,805125436190.089,17131296.0,91.077
NLD,YR2018,824133764145.055,17231624.0,91.49
NOR,YR1995,253493520719.231,4359184.0,73.787
NOR,YR1996,266239041025.111,4381336.0,74.062
NOR,YR1997,280308690709.931,4405157.0,74.476
NOR,YR1998,287665185491.371,4431464.0,75.027
NOR,YR1999,293455492404.671,4461913.0,75.569
NOR,YR2000,302860679962.798,4490967.0,76.02
NOR,YR2001,309144404257.518,4513751.0,76.378
NOR,YR2002,313615418001.447,4538159.0,76.733
NOR,YR2003,316469649684.82,4564855.0,77.084
NOR,YR2004,329031642037.821,4591910.0,77.399
NOR,YR2005,337670104371.189,4623291.0,77.675
NOR,YR2006,345773607522.992,4660677.0,77.95
NOR,YR2007,356127064172.781,4709153.0,78.234
NOR,YR2008,357823457683.166,4768212.0,78.526
NOR,YR2009,351643773896.869,4828726.0,78.815
NOR,YR2010,354111728841.583,4889252.0,79.102
NOR,YR2011,357587103441.149,4953088.0,79.455
NOR,YR2012,367253074299.886,5018573.0,79.874
NOR,YR2013,371050738865.351,5079623.0,80.286
NOR,YR2014,378358747545.727,5137232.0,80.692
NOR,YR2015,385801550067.169,5188607.0,81.091
NOR,YR2016,389935641211.119,5234519.0,81.485
NOR,YR2017,398994977782.37,5276968.0,81.871
NOR,YR2018,403459047225.38,5311916.0,82.248
NZL,YR1995,102943327463.868,3673400.0,85.553
NZL,YR1996,106665233354.835,3732000.0,85.7
NZL,YR1997,108851696856.64,3781300.0,85.781
NZL,YR1998,109719725239.282,3815000.0,85.861
NZL,YR1999,115700690737.286,3835100.0,85.941
NZL,YR2000,119061958541.816,3857700.0,86.021
NZL,YR2001,123186654579.055,3880500.0,86.1
NZL,YR2002,128945148974.006,3948500.0,86.161
NZL,YR2003,134812146655.276,4027200.0,86.221
NZL,YR2004,140242788054.185,4087500.0,86.281
NZL,YR2005,144899853902.613,4133900.0,86.341
NZL,YR2006,149074508969.822,4184600.0,86.4
NZL,YR2007,153588724350.146,4223800.0,86.34
NZL,YR2008,151881550236.231,4259800.0,86.28
NZL,YR2009,151676251678.028,4302600.0,86.22
NZL,YR2010,153987612057.393,4350700.0,86.16
NZL,YR2011,157455041405.882,4384000.0,86.1
NZL,YR2012,160990384072.247,4408100.0,86.161
NZL,YR2013,165329745637.128,4442100.0,86.221
NZL,YR2014,171637782388.117,4516500.0,86.281
NZL,YR2015,178064471137.921,4609400.0,86.341
NZL,YR2016,184772956990.185,4714100.0,86.4
NZL,YR2017,191384647570.564,4813600.0,86.466
NZL,YR2018,197813678062.728,4900600.0,86.538
OMN,YR1995,39015009844.3554,2172672.0,71.669
OMN,YR1996,40203383600.0114,2209958.0,71.649
OMN,YR1997,42629059777.7952,2245588.0,71.629
OMN,YR1998,43755463636.9978,2279727.0,71.609
OMN,YR1999,43900511060.4159,2312600.0,71.589
OMN,YR2000,46776462902.8779,2344253.0,71.569
OMN,YR2001,48873359366.0021,2374653.0,71.549
OMN,YR2002,48335309965.9171,2403659.0,71.529
OMN,YR2003,47045438181.7131,2431600.0,71.509
OMN,YR2004,47653362006.4213,2468855.0,71.827
OMN,YR2005,48840036102.2959,2515192.0,72.4
OMN,YR2006,51463668567.7806,2560649.0,72.967
OMN,YR2007,53755182880.2404,2605700.0,73.527
OMN,YR2008,58163149890.1763,2651028.0,74.08
OMN,YR2009,61718311709.4999,2697537.0,74.624
OMN,YR2010,62776154506.6944,2881914.0,75.161
OMN,YR2011,64593279186.5623,3206870.0,76.183
OMN,YR2012,70318260489.7491,3535579.0,77.564
OMN,YR2013,73994291063.383,3816680.0,78.882
OMN,YR2014,74950483987.1606,4009267.0,80.145
OMN,YR2015,78710793237.9714,4191776.0,81.35
OMN,YR2016,82682873555.7961,4398070.0,82.5
OMN,YR2017,82934277088.5646,4541854.0,83.56
OMN,YR2018,84001727416.2074,4601157.0,84.539
PAN,YR1995,16601885608.6963,2716067.0,58.141
PAN,YR1996,17279193268.0953,2771606.0,58.978
PAN,YR1997,18395600293.261,2827992.0,59.807
PAN,YR1998,19746113418.0909,2885177.0,60.632
PAN,YR1999,20519609473.9221,2943120.0,61.451
PAN,YR2000,21076793646.2487,3001731.0,62.198
PAN,YR2001,21197831937.2973,3061024.0,62.497
PAN,YR2002,21670363284.2673,3120990.0,62.794
PAN,YR2003,22581709533.414,3181608.0,63.091
PAN,YR2004,24280323712.6208,3243311.0,63.387
PAN,YR2005,26026389630.5869,3305868.0,63.682
PAN,YR2006,28278314043.0455,3368573.0,63.976
PAN,YR2007,31667183067.8561,3431614.0,64.268
PAN,YR2008,34788191332.2434,3495276.0,64.56
PAN,YR2009,35220605877.9923,3559343.0,64.851
PAN,YR2010,37273260497.2097,3623617.0,65.14
PAN,YR2011,41490217754.2137,3688674.0,65.437
PAN,YR2012,45547334577.9132,3754862.0,65.741
PAN,YR2013,48691898895.9875,3821556.0,66.052
PAN,YR2014,51158836146.5126,3888793.0,66.371
PAN,YR2015,54091800000.0,3957099.0,66.696
PAN,YR2016,56771081216.393,4026336.0,67.027
PAN,YR2017,59945236885.4532,4096063.0,67.365
PAN,YR2018,62154476591.9662,4165255.0,67.709
PER,YR1995,76918772627.4153,24449055.0,70.951
PER,YR1996,79071708366.0509,24907304.0,71.377
PER,YR1997,84193044083.4447,25365386.0,71.798
PER,YR1998,83863396696.4583,25818226.0,72.216
PER,YR1999,85117079539.329,26252239.0,72.631
PER,YR2000,87410449785.3084,26654439.0,73.042
PER,YR2001,87950552246.3255,27014909.0,73.448
PER,YR2002,92746961064.3748,27334503.0,73.85
PER,YR2003,96609893451.2561,27623341.0,74.249
PER,YR2004,101400008285.783,27893911.0,74.644
PER,YR2005,107773059976.197,28147267.0,75.034
PER,YR2006,115887184858.498,28381078.0,75.421
PER,YR2007,125758904639.434,28600387.0,75.803
PER,YR2008,137236376966.525,28806185.0,76.052
PER,YR2009,138740245654.411,29009326.0,76.241
PER,YR2010,150300719889.204,29229572.0,76.43
PER,YR2011,159810535617.601,29477721.0,76.617
PER,YR2012,169622462555.073,29749589.0,76.804
PER,YR2013,179549648065.8,30038809.0,76.989
PER,YR2014,183826803243.25,30353951.0,77.173
PER,YR2015,189805300841.603,30711863.0,77.357
PER,YR2016,197308909322.23,31132779.0,77.539
PER,YR2017,202278796061.116,31605486.0,77.72
PER,YR2018,210307952165.865,32203944.0,77.907
POL,YR1995,217229871335.721,38594998.0,61.493
POL,YR1996,230514657116.328,38624370.0,61.538
POL,YR1997,245380554450.192,38649660.0,61.583
POL,YR1998,256767475792.546,38663481.0,61.627
POL,YR1999,268719724101.34,38660271.0,61.672
POL,YR2000,280975991510.811,38258629.0,61.716
POL,YR2001,284512269531.768,38248076.0,61.761
POL,YR2002,290304549675.023,38230364.0,61.787
POL,YR2003,300460538532.962,38204570.0,61.676
POL,YR2004,315432020161.825,38182222.0,61.564
POL,YR2005,326493699429.633,38165445.0,61.452
POL,YR2006,346511473670.248,38141267.0,61.341
POL,YR2007,370980501392.758,38120560.0,61.229
POL,YR2008,386561612946.014,38125759.0,61.116
POL,YR2009,397509749303.621,38151603.0,61.004
POL,YR2010,409175222178.008,38042794.0,60.892
POL,YR2011,429806605650.617,38063255.0,60.78
POL,YR2012,436448070035.814,38063164.0,60.654
POL,YR2013,440186496882.876,38040196.0,60.529
POL,YR2014,457076270062.343,38011735.0,60.403
POL,YR2015,477111287969.227,37986412.0,60.278
POL,YR2016,491202812044.038,37970087.0,60.178
POL,YR2017,516450722907.547,37974826.0,60.105
POL,YR2018,547154795065.659,37974750.0,60.058
PRT,YR1995,158303123479.596,10026176.0,51.109
PRT,YR1996,163850456044.527,10063945.0,51.77
PRT,YR1997,171061297929.066,10108977.0,52.428
PRT,YR1998,179285861799.304,10160196.0,53.086
PRT,YR1999,186289802829.511,10217828.0,53.743
PRT,YR2000,193398953419.572,10289898.0,54.399
PRT,YR2001,197157995297.652,10362722.0,55.044
PRT,YR2002,198677933649.212,10419631.0,55.666
PRT,YR2003,196829193371.541,10458821.0,56.287
PRT,YR2004,200349947385.126,10483861.0,56.907
PRT,YR2005,201916379874.368,10503330.0,57.522
PRT,YR2006,205197590054.868,10522288.0,58.137
PRT,YR2007,210341031080.276,10542964.0,58.749
PRT,YR2008,211012540457.556,10558177.0,59.359
PRT,YR2009,204424561357.608,10568247.0,59.964
PRT,YR2010,207976694614.767,10573100.0,60.567
PRT,YR2011,204449067168.824,10557560.0,61.167
PRT,YR2012,196153968235.59,10514844.0,61.763
PRT,YR2013,194344164093.789,10457295.0,62.352
PRT,YR2014,195883739714.001,10401062.0,62.936
PRT,YR2015,199394066525.44,10358076.0,63.514
PRT,YR2016,203420800578.641,10325452.0,64.086
PRT,YR2017,210553436228.057,10300300.0,64.652
PRT,YR2018,216552789892.193,10283822.0,65.211
PRY,YR1995,20358106834.2346,4603917.0,52.131
PRY,YR1996,20678499692.6975,4711655.0,52.774
PRY,YR1997,21555788371.9567,4818289.0,53.414
PRY,YR1998,21570454446.6117,4923449.0,54.054
PRY,YR1999,21275784844.5439,5026031.0,54.693
PRY,YR2000,20783433276.2554,5123819.0,55.331
PRY,YR2001,20610088070.713,5211541.0,55.966
PRY,YR2002,20605676606.0528,5286512.0,56.6
PRY,YR2003,21495995447.7688,5353254.0,56.977
PRY,YR2004,22368177914.5133,5416324.0,57.305
PRY,YR2005,22845400902.1597,5476878.0,57.633
PRY,YR2006,23943606096.665,5534675.0,57.96
PRY,YR2007,25241738121.227,5590145.0,58.286
PRY,YR2008,26881515165.6739,5645148.0,58.612
PRY,YR2009,26811317495.2227,5702574.0,58.937
PRY,YR2010,29786095177.4635,5768613.0,59.261
PRY,YR2011,31062837784.8467,5843939.0,59.584
PRY,YR2012,30842899501.4209,5923322.0,59.907
PRY,YR2013,33400724748.6239,6005652.0,60.197
PRY,YR2014,35171376859.1294,6090721.0,60.474
PRY,YR2015,36211447840.0971,6177950.0,60.75
PRY,YR2016,37756961788.4686,6266615.0,61.026
PRY,YR2017,39573101423.9502,6355404.0,61.3
PRY,YR2018,40841122661.179,6443328.0,61.585
SGP,YR1995,107076083794.006,3524506.0,100.0
SGP,YR1996,115076156531.859,3670704.0,100.0
SGP,YR1997,124646130346.232,3796038.0,100.0
SGP,YR1998,121915114925.807,3927213.0,100.0
SGP,YR1999,128886674425.371,3958723.0,100.0
SGP,YR2000,140535859761.42,4027887.0,100.0
SGP,YR2001,139030913587.431,4138012.0,100.0
SGP,YR2002,144485597905.15,4175950.0,100.0
SGP,YR2003,151057171952.284,4114826.0,100.0
SGP,YR2004,166072228687.809,4166664.0,100.0
SGP,YR2005,178305644457.376,4265762.0,100.0
SGP,YR2006,194365216758.801,4401365.0,100.0
SGP,YR2007,211899912714.577,4588599.0,100.0
SGP,YR2008,215848632528.368,4839396.0,100.0
SGP,YR2009,216124818155.368,4987573.0,100.0
SGP,YR2010,247505600814.664,5076732.0,100.0
SGP,YR2011,262887910968.868,5183688.0,100.0
SGP,YR2012,274548297934.245,5312437.0,100.0
SGP,YR2013,287775021821.356,5399162.0,100.0
SGP,YR2014,299100523712.54,5469724.0,100.0
SGP,YR2015,308004146057.608,5535002.0,100.0
SGP,YR2016,318974323537.969,5607283.0,100.0
SGP,YR2017,333843104451.557,5612253.0,100.0
SGP,YR2018,346066118708.176,5638676.0,100.0
SLV,YR1995,15980263641.9948,5748195.0,53.988
SLV,YR1996,16109937392.8617,5797140.0,55.268
SLV,YR1997,16615462406.0071,5842638.0,56.537
SLV,YR1998,17056150543.719,5885083.0,57.8
SLV,YR1999,17424910272.7469,5923852.0,58.357
SLV,YR2000,17621447051.4047,5958482.0,58.912
SLV,YR2001,17776447706.7378,5988095.0,59.464
SLV,YR2002,18056056732.0447,6011275.0,60.014
SLV,YR2003,18338704985.8875,6026849.0,60.561
SLV,YR2004,18501810250.6499,6035655.0,61.107
SLV,YR2005,19002369968.75,6037817.0,61.648
SLV,YR2006,19828659484.375,6034436.0,62.187
SLV,YR2007,20197170875.0,6044131.0,62.774
SLV,YR2008,20627482312.5,6068099.0,63.678
SLV,YR2009,20197170875.0,6091188.0,64.57
SLV,YR2010,20622904531.25,6114034.0,65.452
SLV,YR2011,21407994015.625,6137349.0,66.325
SLV,YR2012,22012261140.625,6161289.0,67.187
SLV,YR2013,22504372625.0,6185642.0,68.036
SLV,YR2014,22888906250.0,6209526.0,68.874
SLV,YR2015,23438240000.0,6231066.0,69.7
SLV,YR2016,24033351562.5,6250510.0,70.501
SLV,YR2017,24573529750.0,6266654.0,71.275
SLV,YR2018,25166352421.875,6276342.0,72.023
SVK,YR1995,40440791791.7082,5361999.0,56.537
SVK,YR1996,43117931007.4457,5373361.0,56.476
SVK,YR1997,45673029352.7789,5383291.0,56.416
SVK,YR1998,47534706550.7551,5390516.0,56.355
SVK,YR1999,47484360184.3172,5396020.0,56.294
SVK,YR2000,48038277837.8844,5388720.0,56.233
SVK,YR2001,49601339626.9648,5378867.0,56.163
SVK,YR2002,51838084329.0781,5376912.0,56.013
SVK,YR2003,54688703651.855,5373374.0,55.863
SVK,YR2004,57575655083.7484,5372280.0,55.713
SVK,YR2005,61389156292.5511,5372807.0,55.563
SVK,YR2006,66603045838.9495,5373054.0,55.412
